HCP_ID,Channel,Priority
886,HQ Email,1
886,SF,2
886,Veeva Email,3
886,Medscape Email,4
886,EDH Alert,5
886,Medscape Alert,6
887,HQ Email,1
887,SF,2
887,Veeva Email,3
887,Medscape Email,4
887,EDH Alert,5
887,Medscape Alert,6
888,HQ Email,1
888,SF,2
888,Veeva Email,3
888,Medscape Email,4
888,EDH Alert,5
888,Medscape Alert,6
889,HQ Email,1
889,SF,2
889,Veeva Email,3
889,Medscape Email,4
889,EDH Alert,5
889,Medscape Alert,6
890,HQ Email,1
890,SF,2
890,Veeva Email,3
890,Medscape Email,4
890,EDH Alert,5
890,Medscape Alert,6
891,HQ Email,1
891,SF,2
891,Veeva Email,3
891,Medscape Email,4
891,EDH Alert,5
891,Medscape Alert,6
892,HQ Email,1
892,SF,2
892,Veeva Email,3
892,Medscape Email,4
892,EDH Alert,5
892,Medscape Alert,6
893,HQ Email,1
893,SF,2
893,Veeva Email,3
893,Medscape Email,4
893,EDH Alert,5
893,Medscape Alert,6
894,HQ Email,1
894,SF,2
894,Veeva Email,3
894,Medscape Email,4
894,EDH Alert,5
894,Medscape Alert,6
895,HQ Email,1
895,SF,2
895,Veeva Email,3
895,Medscape Email,4
895,EDH Alert,5
895,Medscape Alert,6
896,HQ Email,1
896,SF,2
896,Veeva Email,3
896,Medscape Email,4
896,EDH Alert,5
896,Medscape Alert,6
897,HQ Email,1
897,SF,2
897,Veeva Email,3
897,Medscape Email,4
897,EDH Alert,5
897,Medscape Alert,6
898,HQ Email,1
898,SF,2
898,Veeva Email,3
898,Medscape Email,4
898,EDH Alert,5
898,Medscape Alert,6
899,HQ Email,1
899,SF,2
899,Veeva Email,3
899,Medscape Email,4
899,EDH Alert,5
899,Medscape Alert,6
900,HQ Email,1
900,SF,2
900,Veeva Email,3
900,Medscape Email,4
900,EDH Alert,5
900,Medscape Alert,6
901,HQ Email,1
901,SF,2
901,Veeva Email,3
901,Medscape Email,4
901,EDH Alert,5
901,Medscape Alert,6
902,HQ Email,1
902,SF,2
902,Veeva Email,3
902,Medscape Email,4
902,EDH Alert,5
902,Medscape Alert,6
903,HQ Email,1
903,SF,2
903,Veeva Email,3
903,Medscape Email,4
903,EDH Alert,5
903,Medscape Alert,6
904,HQ Email,1
904,SF,2
904,Veeva Email,3
904,Medscape Email,4
904,EDH Alert,5
904,Medscape Alert,6
905,HQ Email,1
905,SF,2
905,Veeva Email,3
905,Medscape Email,4
905,EDH Alert,5
905,Medscape Alert,6
906,HQ Email,1
906,SF,2
906,Veeva Email,3
906,Medscape Email,4
906,EDH Alert,5
906,Medscape Alert,6
907,HQ Email,1
907,SF,2
907,Veeva Email,3
907,Medscape Email,4
907,EDH Alert,5
907,Medscape Alert,6
908,HQ Email,1
908,SF,2
908,Veeva Email,3
908,Medscape Email,4
908,EDH Alert,5
908,Medscape Alert,6
909,HQ Email,1
909,SF,2
909,Veeva Email,3
909,Medscape Email,4
909,EDH Alert,5
909,Medscape Alert,6
910,HQ Email,1
910,SF,2
910,Veeva Email,3
910,Medscape Email,4
910,EDH Alert,5
910,Medscape Alert,6
911,HQ Email,1
911,SF,2
911,Veeva Email,3
911,Medscape Email,4
911,EDH Alert,5
911,Medscape Alert,6
912,HQ Email,1
912,SF,2
912,Veeva Email,3
912,Medscape Email,4
912,EDH Alert,5
912,Medscape Alert,6
913,HQ Email,1
913,SF,2
913,Veeva Email,3
913,Medscape Email,4
913,EDH Alert,5
913,Medscape Alert,6
914,HQ Email,1
914,SF,2
914,Veeva Email,3
914,Medscape Email,4
914,EDH Alert,5
914,Medscape Alert,6
915,HQ Email,1
915,SF,2
915,Veeva Email,3
915,Medscape Email,4
915,EDH Alert,5
915,Medscape Alert,6
916,HQ Email,1
916,SF,2
916,Veeva Email,3
916,Medscape Email,4
916,EDH Alert,5
916,Medscape Alert,6
917,HQ Email,1
917,SF,2
917,Veeva Email,3
917,Medscape Email,4
917,EDH Alert,5
917,Medscape Alert,6
918,HQ Email,1
918,SF,2
918,Veeva Email,3
918,Medscape Email,4
918,EDH Alert,5
918,Medscape Alert,6
919,HQ Email,1
919,SF,2
919,Veeva Email,3
919,Medscape Email,4
919,EDH Alert,5
919,Medscape Alert,6
920,HQ Email,1
920,SF,2
920,Veeva Email,3
920,Medscape Email,4
920,EDH Alert,5
920,Medscape Alert,6
921,HQ Email,1
921,SF,2
921,Veeva Email,3
921,Medscape Email,4
921,EDH Alert,5
921,Medscape Alert,6
922,HQ Email,1
922,SF,2
922,Veeva Email,3
922,Medscape Email,4
922,EDH Alert,5
922,Medscape Alert,6
923,HQ Email,1
923,SF,2
923,Veeva Email,3
923,Medscape Email,4
923,EDH Alert,5
923,Medscape Alert,6
924,HQ Email,1
924,SF,2
924,Veeva Email,3
924,Medscape Email,4
924,EDH Alert,5
924,Medscape Alert,6
925,HQ Email,1
925,SF,2
925,Veeva Email,3
925,Medscape Email,4
925,EDH Alert,5
925,Medscape Alert,6
926,HQ Email,1
926,SF,2
926,Veeva Email,3
926,Medscape Email,4
926,EDH Alert,5
926,Medscape Alert,6
927,HQ Email,1
927,SF,2
927,Veeva Email,3
927,Medscape Email,4
927,EDH Alert,5
927,Medscape Alert,6
928,HQ Email,1
928,SF,2
928,Veeva Email,3
928,Medscape Email,4
928,EDH Alert,5
928,Medscape Alert,6
929,HQ Email,1
929,SF,2
929,Veeva Email,3
929,Medscape Email,4
929,EDH Alert,5
929,Medscape Alert,6
930,HQ Email,1
930,SF,2
930,Veeva Email,3
930,Medscape Email,4
930,EDH Alert,5
930,Medscape Alert,6
931,HQ Email,1
931,SF,2
931,Veeva Email,3
931,Medscape Email,4
931,EDH Alert,5
931,Medscape Alert,6
932,HQ Email,1
932,SF,2
932,Veeva Email,3
932,Medscape Email,4
932,EDH Alert,5
932,Medscape Alert,6
933,HQ Email,1
933,SF,2
933,Veeva Email,3
933,Medscape Email,4
933,EDH Alert,5
933,Medscape Alert,6
934,HQ Email,1
934,SF,2
934,Veeva Email,3
934,Medscape Email,4
934,EDH Alert,5
934,Medscape Alert,6
935,HQ Email,1
935,SF,2
935,Veeva Email,3
935,Medscape Email,4
935,EDH Alert,5
935,Medscape Alert,6
936,HQ Email,1
936,SF,2
936,Veeva Email,3
936,Medscape Email,4
936,EDH Alert,5
936,Medscape Alert,6
937,HQ Email,1
937,SF,2
937,Veeva Email,3
937,Medscape Email,4
937,EDH Alert,5
937,Medscape Alert,6
938,HQ Email,1
938,SF,2
938,Veeva Email,3
938,Medscape Email,4
938,EDH Alert,5
938,Medscape Alert,6
939,HQ Email,1
939,SF,2
939,Veeva Email,3
939,Medscape Email,4
939,EDH Alert,5
939,Medscape Alert,6
940,HQ Email,1
940,SF,2
940,Veeva Email,3
940,Medscape Email,4
940,EDH Alert,5
940,Medscape Alert,6
941,HQ Email,1
941,SF,2
941,Veeva Email,3
941,Medscape Email,4
941,EDH Alert,5
941,Medscape Alert,6
942,HQ Email,1
942,SF,2
942,Veeva Email,3
942,Medscape Email,4
942,EDH Alert,5
942,Medscape Alert,6
943,HQ Email,1
943,SF,2
943,Veeva Email,3
943,Medscape Email,4
943,EDH Alert,5
943,Medscape Alert,6
944,HQ Email,1
944,SF,2
944,Veeva Email,3
944,Medscape Email,4
944,EDH Alert,5
944,Medscape Alert,6
945,HQ Email,1
945,SF,2
945,Veeva Email,3
945,Medscape Email,4
945,EDH Alert,5
945,Medscape Alert,6
946,HQ Email,1
946,SF,2
946,Veeva Email,3
946,Medscape Email,4
946,EDH Alert,5
946,Medscape Alert,6
947,HQ Email,1
947,SF,2
947,Veeva Email,3
947,Medscape Email,4
947,EDH Alert,5
947,Medscape Alert,6
948,HQ Email,1
948,SF,2
948,Veeva Email,3
948,Medscape Email,4
948,EDH Alert,5
948,Medscape Alert,6
949,HQ Email,1
949,SF,2
949,Veeva Email,3
949,Medscape Email,4
949,EDH Alert,5
949,Medscape Alert,6
950,HQ Email,1
950,SF,2
950,Veeva Email,3
950,Medscape Email,4
950,EDH Alert,5
950,Medscape Alert,6
951,HQ Email,1
951,SF,2
951,Veeva Email,3
951,Medscape Email,4
951,EDH Alert,5
951,Medscape Alert,6
952,HQ Email,1
952,SF,2
952,Veeva Email,3
952,Medscape Email,4
952,EDH Alert,5
952,Medscape Alert,6
953,HQ Email,1
953,SF,2
953,Veeva Email,3
953,Medscape Email,4
953,EDH Alert,5
953,Medscape Alert,6
954,HQ Email,1
954,SF,2
954,Veeva Email,3
954,Medscape Email,4
954,EDH Alert,5
954,Medscape Alert,6
955,HQ Email,1
955,SF,2
955,Veeva Email,3
955,Medscape Email,4
955,EDH Alert,5
955,Medscape Alert,6
956,HQ Email,1
956,SF,2
956,Veeva Email,3
956,Medscape Email,4
956,EDH Alert,5
956,Medscape Alert,6
957,HQ Email,1
957,SF,2
957,Veeva Email,3
957,Medscape Email,4
957,EDH Alert,5
957,Medscape Alert,6
958,HQ Email,1
958,SF,2
958,Veeva Email,3
958,Medscape Email,4
958,EDH Alert,5
958,Medscape Alert,6
959,HQ Email,1
959,SF,2
959,Veeva Email,3
959,Medscape Email,4
959,EDH Alert,5
959,Medscape Alert,6
960,HQ Email,1
960,SF,2
960,Veeva Email,3
960,Medscape Email,4
960,EDH Alert,5
960,Medscape Alert,6
961,HQ Email,1
961,SF,2
961,Veeva Email,3
961,Medscape Email,4
961,EDH Alert,5
961,Medscape Alert,6
962,HQ Email,1
962,SF,2
962,Veeva Email,3
962,Medscape Email,4
962,EDH Alert,5
962,Medscape Alert,6
963,HQ Email,1
963,SF,2
963,Veeva Email,3
963,Medscape Email,4
963,EDH Alert,5
963,Medscape Alert,6
964,HQ Email,1
964,SF,2
964,Veeva Email,3
964,Medscape Email,4
964,EDH Alert,5
964,Medscape Alert,6
965,HQ Email,1
965,SF,2
965,Veeva Email,3
965,Medscape Email,4
965,EDH Alert,5
965,Medscape Alert,6
966,HQ Email,1
966,SF,2
966,Veeva Email,3
966,Medscape Email,4
966,EDH Alert,5
966,Medscape Alert,6
967,HQ Email,1
967,SF,2
967,Veeva Email,3
967,Medscape Email,4
967,EDH Alert,5
967,Medscape Alert,6
968,HQ Email,1
968,SF,2
968,Veeva Email,3
968,Medscape Email,4
968,EDH Alert,5
968,Medscape Alert,6
969,HQ Email,1
969,SF,2
969,Veeva Email,3
969,Medscape Email,4
969,EDH Alert,5
969,Medscape Alert,6
970,HQ Email,1
970,SF,2
970,Veeva Email,3
970,Medscape Email,4
970,EDH Alert,5
970,Medscape Alert,6
971,HQ Email,1
971,SF,2
971,Veeva Email,3
971,Medscape Email,4
971,EDH Alert,5
971,Medscape Alert,6
972,HQ Email,1
972,SF,2
972,Veeva Email,3
972,Medscape Email,4
972,EDH Alert,5
972,Medscape Alert,6
973,HQ Email,1
973,SF,2
973,Veeva Email,3
973,Medscape Email,4
973,EDH Alert,5
973,Medscape Alert,6
974,HQ Email,1
974,SF,2
974,Veeva Email,3
974,Medscape Email,4
974,EDH Alert,5
974,Medscape Alert,6
975,HQ Email,1
975,SF,2
975,Veeva Email,3
975,Medscape Email,4
975,EDH Alert,5
975,Medscape Alert,6
976,HQ Email,1
976,SF,2
976,Veeva Email,3
976,Medscape Email,4
976,EDH Alert,5
976,Medscape Alert,6
977,HQ Email,1
977,SF,2
977,Veeva Email,3
977,Medscape Email,4
977,EDH Alert,5
977,Medscape Alert,6
978,HQ Email,1
978,SF,2
978,Veeva Email,3
978,Medscape Email,4
978,EDH Alert,5
978,Medscape Alert,6
979,HQ Email,1
979,SF,2
979,Veeva Email,3
979,Medscape Email,4
979,EDH Alert,5
979,Medscape Alert,6
980,HQ Email,1
980,SF,2
980,Veeva Email,3
980,Medscape Email,4
980,EDH Alert,5
980,Medscape Alert,6
981,HQ Email,1
981,SF,2
981,Veeva Email,3
981,Medscape Email,4
981,EDH Alert,5
981,Medscape Alert,6
982,HQ Email,1
982,SF,2
982,Veeva Email,3
982,Medscape Email,4
982,EDH Alert,5
982,Medscape Alert,6
983,HQ Email,1
983,SF,2
983,Veeva Email,3
983,Medscape Email,4
983,EDH Alert,5
983,Medscape Alert,6
984,HQ Email,1
984,SF,2
984,Veeva Email,3
984,Medscape Email,4
984,EDH Alert,5
984,Medscape Alert,6
985,HQ Email,1
985,SF,2
985,Veeva Email,3
985,Medscape Email,4
985,EDH Alert,5
985,Medscape Alert,6
986,HQ Email,1
986,SF,2
986,Veeva Email,3
986,Medscape Email,4
986,EDH Alert,5
986,Medscape Alert,6
987,HQ Email,1
987,SF,2
987,Veeva Email,3
987,Medscape Email,4
987,EDH Alert,5
987,Medscape Alert,6
988,HQ Email,1
988,SF,2
988,Veeva Email,3
988,Medscape Email,4
988,EDH Alert,5
988,Medscape Alert,6
989,HQ Email,1
989,SF,2
989,Veeva Email,3
989,Medscape Email,4
989,EDH Alert,5
989,Medscape Alert,6
990,HQ Email,1
990,SF,2
990,Veeva Email,3
990,Medscape Email,4
990,EDH Alert,5
990,Medscape Alert,6
991,HQ Email,1
991,SF,2
991,Veeva Email,3
991,Medscape Email,4
991,EDH Alert,5
991,Medscape Alert,6
992,HQ Email,1
992,SF,2
992,Veeva Email,3
992,Medscape Email,4
992,EDH Alert,5
992,Medscape Alert,6
993,HQ Email,1
993,SF,2
993,Veeva Email,3
993,Medscape Email,4
993,EDH Alert,5
993,Medscape Alert,6
994,HQ Email,1
994,SF,2
994,Veeva Email,3
994,Medscape Email,4
994,EDH Alert,5
994,Medscape Alert,6
995,HQ Email,1
995,SF,2
995,Veeva Email,3
995,Medscape Email,4
995,EDH Alert,5
995,Medscape Alert,6
996,HQ Email,1
996,SF,2
996,Veeva Email,3
996,Medscape Email,4
996,EDH Alert,5
996,Medscape Alert,6
997,HQ Email,1
997,SF,2
997,Veeva Email,3
997,Medscape Email,4
997,EDH Alert,5
997,Medscape Alert,6
998,HQ Email,1
998,SF,2
998,Veeva Email,3
998,Medscape Email,4
998,EDH Alert,5
998,Medscape Alert,6
999,HQ Email,1
999,SF,2
999,Veeva Email,3
999,Medscape Email,4
999,EDH Alert,5
999,Medscape Alert,6
1000,HQ Email,1
1000,SF,2
1000,Veeva Email,3
1000,Medscape Email,4
1000,EDH Alert,5
1000,Medscape Alert,6
1001,HQ Email,1
1001,SF,2
1001,Veeva Email,3
1001,Medscape Email,4
1001,EDH Alert,5
1001,Medscape Alert,6
1002,HQ Email,1
1002,SF,2
1002,Veeva Email,3
1002,Medscape Email,4
1002,EDH Alert,5
1002,Medscape Alert,6
1003,HQ Email,1
1003,SF,2
1003,Veeva Email,3
1003,Medscape Email,4
1003,EDH Alert,5
1003,Medscape Alert,6
1004,HQ Email,1
1004,SF,2
1004,Veeva Email,3
1004,Medscape Email,4
1004,EDH Alert,5
1004,Medscape Alert,6
1005,HQ Email,1
1005,SF,2
1005,Veeva Email,3
1005,Medscape Email,4
1005,EDH Alert,5
1005,Medscape Alert,6
1006,HQ Email,1
1006,SF,2
1006,Veeva Email,3
1006,Medscape Email,4
1006,EDH Alert,5
1006,Medscape Alert,6
1007,HQ Email,1
1007,SF,2
1007,Veeva Email,3
1007,Medscape Email,4
1007,EDH Alert,5
1007,Medscape Alert,6
1008,HQ Email,1
1008,SF,2
1008,Veeva Email,3
1008,Medscape Email,4
1008,EDH Alert,5
1008,Medscape Alert,6
1009,HQ Email,1
1009,SF,2
1009,Veeva Email,3
1009,Medscape Email,4
1009,EDH Alert,5
1009,Medscape Alert,6
1010,HQ Email,1
1010,SF,2
1010,Veeva Email,3
1010,Medscape Email,4
1010,EDH Alert,5
1010,Medscape Alert,6
1011,HQ Email,1
1011,SF,2
1011,Veeva Email,3
1011,Medscape Email,4
1011,EDH Alert,5
1011,Medscape Alert,6
1012,HQ Email,1
1012,SF,2
1012,Veeva Email,3
1012,Medscape Email,4
1012,EDH Alert,5
1012,Medscape Alert,6
1013,HQ Email,1
1013,SF,2
1013,Veeva Email,3
1013,Medscape Email,4
1013,EDH Alert,5
1013,Medscape Alert,6
1014,HQ Email,1
1014,SF,2
1014,Veeva Email,3
1014,Medscape Email,4
1014,EDH Alert,5
1014,Medscape Alert,6
1015,HQ Email,1
1015,SF,2
1015,Veeva Email,3
1015,Medscape Email,4
1015,EDH Alert,5
1015,Medscape Alert,6
1016,HQ Email,1
1016,SF,2
1016,Veeva Email,3
1016,Medscape Email,4
1016,EDH Alert,5
1016,Medscape Alert,6
1017,HQ Email,1
1017,SF,2
1017,Veeva Email,3
1017,Medscape Email,4
1017,EDH Alert,5
1017,Medscape Alert,6
1018,HQ Email,1
1018,SF,2
1018,Veeva Email,3
1018,Medscape Email,4
1018,EDH Alert,5
1018,Medscape Alert,6
1019,HQ Email,1
1019,SF,2
1019,Veeva Email,3
1019,Medscape Email,4
1019,EDH Alert,5
1019,Medscape Alert,6
1020,HQ Email,1
1020,SF,2
1020,Veeva Email,3
1020,Medscape Email,4
1020,EDH Alert,5
1020,Medscape Alert,6
1021,HQ Email,1
1021,SF,2
1021,Veeva Email,3
1021,Medscape Email,4
1021,EDH Alert,5
1021,Medscape Alert,6
1022,HQ Email,1
1022,SF,2
1022,Veeva Email,3
1022,Medscape Email,4
1022,EDH Alert,5
1022,Medscape Alert,6
1023,HQ Email,1
1023,SF,2
1023,Veeva Email,3
1023,Medscape Email,4
1023,EDH Alert,5
1023,Medscape Alert,6
1024,HQ Email,1
1024,SF,2
1024,Veeva Email,3
1024,Medscape Email,4
1024,EDH Alert,5
1024,Medscape Alert,6
1025,HQ Email,1
1025,SF,2
1025,Veeva Email,3
1025,Medscape Email,4
1025,EDH Alert,5
1025,Medscape Alert,6
1026,HQ Email,1
1026,SF,2
1026,Veeva Email,3
1026,Medscape Email,4
1026,EDH Alert,5
1026,Medscape Alert,6
1027,HQ Email,1
1027,SF,2
1027,Veeva Email,3
1027,Medscape Email,4
1027,EDH Alert,5
1027,Medscape Alert,6
1028,HQ Email,1
1028,SF,2
1028,Veeva Email,3
1028,Medscape Email,4
1028,EDH Alert,5
1028,Medscape Alert,6
1029,HQ Email,1
1029,SF,2
1029,Veeva Email,3
1029,Medscape Email,4
1029,EDH Alert,5
1029,Medscape Alert,6
1030,HQ Email,1
1030,SF,2
1030,Veeva Email,3
1030,Medscape Email,4
1030,EDH Alert,5
1030,Medscape Alert,6
1031,HQ Email,1
1031,SF,2
1031,Veeva Email,3
1031,Medscape Email,4
1031,EDH Alert,5
1031,Medscape Alert,6
1032,HQ Email,1
1032,SF,2
1032,Veeva Email,3
1032,Medscape Email,4
1032,EDH Alert,5
1032,Medscape Alert,6
1033,HQ Email,1
1033,SF,2
1033,Veeva Email,3
1033,Medscape Email,4
1033,EDH Alert,5
1033,Medscape Alert,6
1034,HQ Email,1
1034,SF,2
1034,Veeva Email,3
1034,Medscape Email,4
1034,EDH Alert,5
1034,Medscape Alert,6
1035,HQ Email,1
1035,SF,2
1035,Veeva Email,3
1035,Medscape Email,4
1035,EDH Alert,5
1035,Medscape Alert,6
1036,HQ Email,1
1036,SF,2
1036,Veeva Email,3
1036,Medscape Email,4
1036,EDH Alert,5
1036,Medscape Alert,6
1037,HQ Email,1
1037,SF,2
1037,Veeva Email,3
1037,Medscape Email,4
1037,EDH Alert,5
1037,Medscape Alert,6
1038,HQ Email,1
1038,SF,2
1038,Veeva Email,3
1038,Medscape Email,4
1038,EDH Alert,5
1038,Medscape Alert,6
1039,HQ Email,1
1039,SF,2
1039,Veeva Email,3
1039,Medscape Email,4
1039,EDH Alert,5
1039,Medscape Alert,6
1040,HQ Email,1
1040,SF,2
1040,Veeva Email,3
1040,Medscape Email,4
1040,EDH Alert,5
1040,Medscape Alert,6
1041,HQ Email,1
1041,SF,2
1041,Veeva Email,3
1041,Medscape Email,4
1041,EDH Alert,5
1041,Medscape Alert,6
1042,HQ Email,1
1042,SF,2
1042,Veeva Email,3
1042,Medscape Email,4
1042,EDH Alert,5
1042,Medscape Alert,6
1043,HQ Email,1
1043,SF,2
1043,Veeva Email,3
1043,Medscape Email,4
1043,EDH Alert,5
1043,Medscape Alert,6
1044,HQ Email,1
1044,SF,2
1044,Veeva Email,3
1044,Medscape Email,4
1044,EDH Alert,5
1044,Medscape Alert,6
1045,HQ Email,1
1045,SF,2
1045,Veeva Email,3
1045,Medscape Email,4
1045,EDH Alert,5
1045,Medscape Alert,6
1046,HQ Email,1
1046,SF,2
1046,Veeva Email,3
1046,Medscape Email,4
1046,EDH Alert,5
1046,Medscape Alert,6
1047,HQ Email,1
1047,SF,2
1047,Veeva Email,3
1047,Medscape Email,4
1047,EDH Alert,5
1047,Medscape Alert,6
1048,HQ Email,1
1048,SF,2
1048,Veeva Email,3
1048,Medscape Email,4
1048,EDH Alert,5
1048,Medscape Alert,6
1049,HQ Email,1
1049,SF,2
1049,Veeva Email,3
1049,Medscape Email,4
1049,EDH Alert,5
1049,Medscape Alert,6
1050,HQ Email,1
1050,SF,2
1050,Veeva Email,3
1050,Medscape Email,4
1050,EDH Alert,5
1050,Medscape Alert,6
1051,HQ Email,1
1051,SF,2
1051,Veeva Email,3
1051,Medscape Email,4
1051,EDH Alert,5
1051,Medscape Alert,6
1052,HQ Email,1
1052,SF,2
1052,Veeva Email,3
1052,Medscape Email,4
1052,EDH Alert,5
1052,Medscape Alert,6
1053,HQ Email,1
1053,SF,2
1053,Veeva Email,3
1053,Medscape Email,4
1053,EDH Alert,5
1053,Medscape Alert,6
1054,HQ Email,1
1054,SF,2
1054,Veeva Email,3
1054,Medscape Email,4
1054,EDH Alert,5
1054,Medscape Alert,6
1055,HQ Email,1
1055,SF,2
1055,Veeva Email,3
1055,Medscape Email,4
1055,EDH Alert,5
1055,Medscape Alert,6
1056,HQ Email,1
1056,SF,2
1056,Veeva Email,3
1056,Medscape Email,4
1056,EDH Alert,5
1056,Medscape Alert,6
1057,HQ Email,1
1057,SF,2
1057,Veeva Email,3
1057,Medscape Email,4
1057,EDH Alert,5
1057,Medscape Alert,6
1058,HQ Email,1
1058,SF,2
1058,Veeva Email,3
1058,Medscape Email,4
1058,EDH Alert,5
1058,Medscape Alert,6
1059,HQ Email,1
1059,SF,2
1059,Veeva Email,3
1059,Medscape Email,4
1059,EDH Alert,5
1059,Medscape Alert,6
1060,HQ Email,1
1060,SF,2
1060,Veeva Email,3
1060,Medscape Email,4
1060,EDH Alert,5
1060,Medscape Alert,6
1061,HQ Email,1
1061,SF,2
1061,Veeva Email,3
1061,Medscape Email,4
1061,EDH Alert,5
1061,Medscape Alert,6
1062,HQ Email,1
1062,SF,2
1062,Veeva Email,3
1062,Medscape Email,4
1062,EDH Alert,5
1062,Medscape Alert,6
1063,HQ Email,1
1063,SF,2
1063,Veeva Email,3
1063,Medscape Email,4
1063,EDH Alert,5
1063,Medscape Alert,6
1064,HQ Email,1
1064,SF,2
1064,Veeva Email,3
1064,Medscape Email,4
1064,EDH Alert,5
1064,Medscape Alert,6
1065,HQ Email,1
1065,SF,2
1065,Veeva Email,3
1065,Medscape Email,4
1065,EDH Alert,5
1065,Medscape Alert,6
1066,HQ Email,1
1066,SF,2
1066,Veeva Email,3
1066,Medscape Email,4
1066,EDH Alert,5
1066,Medscape Alert,6
1067,HQ Email,1
1067,SF,2
1067,Veeva Email,3
1067,Medscape Email,4
1067,EDH Alert,5
1067,Medscape Alert,6
1068,HQ Email,1
1068,SF,2
1068,Veeva Email,3
1068,Medscape Email,4
1068,EDH Alert,5
1068,Medscape Alert,6
1069,HQ Email,1
1069,SF,2
1069,Veeva Email,3
1069,Medscape Email,4
1069,EDH Alert,5
1069,Medscape Alert,6
1070,HQ Email,1
1070,SF,2
1070,Veeva Email,3
1070,Medscape Email,4
1070,EDH Alert,5
1070,Medscape Alert,6
1071,HQ Email,1
1071,SF,2
1071,Veeva Email,3
1071,Medscape Email,4
1071,EDH Alert,5
1071,Medscape Alert,6
1072,HQ Email,1
1072,SF,2
1072,Veeva Email,3
1072,Medscape Email,4
1072,EDH Alert,5
1072,Medscape Alert,6
1073,HQ Email,1
1073,SF,2
1073,Veeva Email,3
1073,Medscape Email,4
1073,EDH Alert,5
1073,Medscape Alert,6
1074,HQ Email,1
1074,SF,2
1074,Veeva Email,3
1074,Medscape Email,4
1074,EDH Alert,5
1074,Medscape Alert,6
1075,HQ Email,1
1075,SF,2
1075,Veeva Email,3
1075,Medscape Email,4
1075,EDH Alert,5
1075,Medscape Alert,6
1076,HQ Email,1
1076,SF,2
1076,Veeva Email,3
1076,Medscape Email,4
1076,EDH Alert,5
1076,Medscape Alert,6
1077,HQ Email,1
1077,SF,2
1077,Veeva Email,3
1077,Medscape Email,4
1077,EDH Alert,5
1077,Medscape Alert,6
1078,HQ Email,1
1078,SF,2
1078,Veeva Email,3
1078,Medscape Email,4
1078,EDH Alert,5
1078,Medscape Alert,6
1079,HQ Email,1
1079,SF,2
1079,Veeva Email,3
1079,Medscape Email,4
1079,EDH Alert,5
1079,Medscape Alert,6
1080,HQ Email,1
1080,SF,2
1080,Veeva Email,3
1080,Medscape Email,4
1080,EDH Alert,5
1080,Medscape Alert,6
1081,HQ Email,1
1081,SF,2
1081,Veeva Email,3
1081,Medscape Email,4
1081,EDH Alert,5
1081,Medscape Alert,6
1082,HQ Email,1
1082,SF,2
1082,Veeva Email,3
1082,Medscape Email,4
1082,EDH Alert,5
1082,Medscape Alert,6
1083,HQ Email,1
1083,SF,2
1083,Veeva Email,3
1083,Medscape Email,4
1083,EDH Alert,5
1083,Medscape Alert,6
1084,HQ Email,1
1084,SF,2
1084,Veeva Email,3
1084,Medscape Email,4
1084,EDH Alert,5
1084,Medscape Alert,6
1085,HQ Email,1
1085,SF,2
1085,Veeva Email,3
1085,Medscape Email,4
1085,EDH Alert,5
1085,Medscape Alert,6
1086,HQ Email,1
1086,SF,2
1086,Veeva Email,3
1086,Medscape Email,4
1086,EDH Alert,5
1086,Medscape Alert,6
1087,HQ Email,1
1087,SF,2
1087,Veeva Email,3
1087,Medscape Email,4
1087,EDH Alert,5
1087,Medscape Alert,6
1088,HQ Email,1
1088,SF,2
1088,Veeva Email,3
1088,Medscape Email,4
1088,EDH Alert,5
1088,Medscape Alert,6
1089,HQ Email,1
1089,SF,2
1089,Veeva Email,3
1089,Medscape Email,4
1089,EDH Alert,5
1089,Medscape Alert,6
1090,HQ Email,1
1090,SF,2
1090,Veeva Email,3
1090,Medscape Email,4
1090,EDH Alert,5
1090,Medscape Alert,6
1091,HQ Email,1
1091,SF,2
1091,Veeva Email,3
1091,Medscape Email,4
1091,EDH Alert,5
1091,Medscape Alert,6
1092,HQ Email,1
1092,SF,2
1092,Veeva Email,3
1092,Medscape Email,4
1092,EDH Alert,5
1092,Medscape Alert,6
1093,HQ Email,1
1093,SF,2
1093,Veeva Email,3
1093,Medscape Email,4
1093,EDH Alert,5
1093,Medscape Alert,6
1094,HQ Email,1
1094,SF,2
1094,Veeva Email,3
1094,Medscape Email,4
1094,EDH Alert,5
1094,Medscape Alert,6
1095,HQ Email,1
1095,SF,2
1095,Veeva Email,3
1095,Medscape Email,4
1095,EDH Alert,5
1095,Medscape Alert,6
1096,HQ Email,1
1096,SF,2
1096,Veeva Email,3
1096,Medscape Email,4
1096,EDH Alert,5
1096,Medscape Alert,6
1097,HQ Email,1
1097,SF,2
1097,Veeva Email,3
1097,Medscape Email,4
1097,EDH Alert,5
1097,Medscape Alert,6
1098,HQ Email,1
1098,SF,2
1098,Veeva Email,3
1098,Medscape Email,4
1098,EDH Alert,5
1098,Medscape Alert,6
1099,HQ Email,1
1099,SF,2
1099,Veeva Email,3
1099,Medscape Email,4
1099,EDH Alert,5
1099,Medscape Alert,6
1100,HQ Email,1
1100,SF,2
1100,Veeva Email,3
1100,Medscape Email,4
1100,EDH Alert,5
1100,Medscape Alert,6
1101,HQ Email,1
1101,SF,2
1101,Veeva Email,3
1101,Medscape Email,4
